Model,#Params (B),Submission Date,Hub License,Type,Average ⬆️,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,sub_date,is_chat,has_license,_k,match_conf,matched,c4_model,c4_params_B,c4_compute_FLOP,c4_data,c4_open,c4_access,c4_pubdate,c4_org
ycros/BagelMIsteryTour-v2-8x7B,46.703,2024-08-04,cc-by-nc-4.0,"💬 chat models (RLHF, DPO, IFT, ...)",24.8255,62.621,31.3661,9.36556,7.71812,10.3187,27.5635,2024-08-04,True,True,ycrosbagelmisterytourv28x7b,none,False,,,,,,,,
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_2b-table,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",23.6166,67.0898,28.1701,11.1782,1.23043,3.85391,30.1769,2024-09-30,True,False,yfzpllama38binstructsppoiter1bt2btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_8b-table,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",24.9785,73.3271,29.3081,10.3474,1.34228,5.00885,30.5371,2024-09-30,True,False,yfzpllama38binstructsppoiter1bt8btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_gp_2b-table,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",23.4576,67.8466,27.4696,11.2538,1.23043,2.75,30.1954,2024-09-29,True,False,yfzpllama38binstructsppoiter1gp2btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_gp_8b-table,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",24.0898,71.3188,28.6044,9.89426,1.23043,3.68333,29.8076,2024-09-29,True,False,yfzpllama38binstructsppoiter1gp8btable,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_bt_2b-table-0.001,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",23.246,64.9565,28.0992,10.1208,1.23043,4.84609,30.2231,2024-09-30,True,False,yfzpllama38binstructspposcoreiter1bt2btable0001,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_bt_8b-table-0.002,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",24.4706,71.9607,28.7859,8.76133,1.34228,5.59323,30.3801,2024-09-30,True,False,yfzpllama38binstructspposcoreiter1bt8btable0002,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_gp_2b-table-0.001,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",22.7247,65.044,27.8253,9.36556,1.23043,2.85391,30.0292,2024-09-29,True,False,yfzpllama38binstructspposcoreiter1gp2btable0001,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_gp_8b-table-0.002,8.03,2024-09-29,,"💬 chat models (RLHF, DPO, IFT, ...)",23.7491,70.1597,28.1206,8.6858,1.23043,4.63828,29.6598,2024-09-29,True,False,yfzpllama38binstructspposcoreiter1gp8btable0002,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yifAI/Llama-3-8B-Instruct-SPPO-score-Iter3_gp_8b-table-0.002,8.03,2024-09-30,,"💬 chat models (RLHF, DPO, IFT, ...)",22.7381,64.8966,27.2811,7.55287,1.566,7.13438,27.9976,2024-09-30,True,False,yifaillama38binstructspposcoreiter3gp8btable0002,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
ylalain/ECE-PRYMMAL-YL-1B-SLERP-V8,1.357,2024-11-13,apache-2.0,🤝 base merges and moerges,9.67967,15.0527,15.1754,0.453172,5.25727,6.76562,15.3738,2024-11-13,False,True,ylalaineceprymmalyl1bslerpv8,none,False,,,,,,,,
ymcki/Llama-3.1-8B-GRPO-Instruct,8.03,2025-02-20,llama3.1,🔶 fine-tuned on domain-specific datasets,28.1684,74.4537,30.3532,20.2417,5.92841,7.60703,30.4263,2025-02-20,False,True,ymckillama318bgrpoinstruct,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
ymcki/Llama-3.1-8B-SFT-GRPO-Instruct,8.03,2025-03-12,llama3.1,🔶 fine-tuned on domain-specific datasets,7.65916,33.54,4.46778,4.00302,0.447427,2.40885,1.08784,2025-03-12,False,True,ymckillama318bsftgrpoinstruct,medium,True,Llama 3.1-8B,8,1.224e+24,,Yes,Open weights (restricted use),2024-07-23,Meta AI
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18,2.614,2024-11-16,gemma,🔶 fine-tuned on domain-specific datasets,15.2884,46.3095,16.302,4.30514,5.14541,4.72839,14.9398,2024-11-16,False,True,ymckigemma22borpojpnitabliterated18,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18-merge,2.614,2024-11-16,gemma,🔶 fine-tuned on domain-specific datasets,16.5055,52.1821,17.3483,5.43807,4.47427,3.35781,16.2326,2024-11-16,False,True,ymckigemma22borpojpnitabliterated18merge,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-17,2.614,2024-10-18,gemma,🔶 fine-tuned on domain-specific datasets,15.645,50.8157,16.2347,3.85196,2.90828,3.89115,16.168,2024-10-18,False,True,ymckigemma22bjpnitabliterated17,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-17-18-24,2.614,2024-11-06,gemma,🔶 fine-tuned on domain-specific datasets,14.4478,50.5484,13.1147,2.56798,4.1387,2.06953,14.2472,2024-11-06,False,True,ymckigemma22bjpnitabliterated171824,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO,2.614,2024-10-27,gemma,🔶 fine-tuned on domain-specific datasets,14.8441,47.4785,14.3894,6.19335,3.24385,4.52839,13.2314,2024-10-27,False,True,ymckigemma22bjpnitabliterated17orpo,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-17-ORPO-alpaca,2.614,2024-10-27,,🔶 fine-tuned on domain-specific datasets,12.5304,30.6473,16.9224,3.24773,2.57271,7.91458,13.8778,2024-10-27,False,False,ymckigemma22bjpnitabliterated17orpoalpaca,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-18,2.614,2024-10-18,gemma,🔶 fine-tuned on domain-specific datasets,16.2459,51.7525,17.1434,4.45619,3.13199,4.26953,16.7221,2024-10-18,False,True,ymckigemma22bjpnitabliterated18,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-18-ORPO,2.614,2024-10-22,gemma,🔶 fine-tuned on domain-specific datasets,15.1323,47.4235,16.5381,4.68278,1.566,7.41667,13.1667,2024-10-22,False,True,ymckigemma22bjpnitabliterated18orpo,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
ymcki/gemma-2-2b-jpn-it-abliterated-24,2.614,2024-10-25,gemma,🔶 fine-tuned on domain-specific datasets,16.3342,49.7866,16.7726,4.38066,3.69128,7.00286,16.3712,2024-10-25,False,True,ymckigemma22bjpnitabliterated24,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
yuchenxie/ArlowGPT-3B-Multilingual,3.213,2025-01-12,mit,🔶 fine-tuned on domain-specific datasets,20.5012,63.9549,19.5032,11.2538,4.02685,4.08333,20.1851,2025-01-12,False,True,yuchenxiearlowgpt3bmultilingual,none,False,,,,,,,,
yuchenxie/ArlowGPT-8B,8.03,2025-01-12,mit,🔶 fine-tuned on domain-specific datasets,28.9736,78.4654,29.8429,20.3927,5.81655,8.36198,30.9619,2025-01-12,False,True,yuchenxiearlowgpt8b,none,False,,,,,,,,
yuvraj17/Llama3-8B-SuperNova-Spectrum-Hermes-DPO,8.03,2024-09-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",18.0882,46.909,21.2386,5.66465,6.93512,9.61901,18.1627,2024-09-30,True,True,yuvraj17llama38bsupernovaspectrumhermesdpo,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yuvraj17/Llama3-8B-SuperNova-Spectrum-dare_ties,8.03,2024-09-23,apache-2.0,🤝 base merges and moerges,19.1726,40.1271,23.4922,8.45921,3.3557,11.0034,28.5978,2024-09-23,False,True,yuvraj17llama38bsupernovaspectrumdareties,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
yuvraj17/Llama3-8B-abliterated-Spectrum-slerp,8.03,2024-09-23,apache-2.0,🤝 base merges and moerges,17.7253,28.8488,28.5469,6.0423,6.82327,11.0112,25.0794,2024-09-23,False,True,yuvraj17llama38babliteratedspectrumslerp,medium,True,Llama 3-8B,8,7.2e+23,1.5e+13,Yes,Open weights (restricted use),2024-04-18,Meta AI
zake7749/gemma-2-2b-it-chinese-kyara-dpo,2.614,2024-10-17,gemma,🔶 fine-tuned on domain-specific datasets,19.6241,53.8208,19.0618,8.38369,2.23714,16.762,17.4793,2024-10-17,False,True,zake7749gemma22bitchinesekyaradpo,medium,True,Gemma 2 2B,2.6,3.12e+22,2e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
zake7749/gemma-2-9b-it-chinese-kyara,9.242,2025-02-24,gemma,"💬 chat models (RLHF, DPO, IFT, ...)",21.3832,17.643,41.1006,10.4985,11.745,11.9914,35.3206,2025-02-24,True,True,zake7749gemma29bitchinesekyara,medium,True,Gemma 2 9B,9,4.32e+23,8e+12,Yes,Open weights (restricted use),2024-06-24,Google DeepMind
zelk12/Gemma-2-TM-9B,10.159,2024-11-06,,🤝 base merges and moerges,33.5255,80.4462,42.0495,20.2417,12.8635,11.2383,34.3141,2024-11-06,False,False,zelk12gemma2tm9b,none,False,,,,,,,,
zelk12/MT-Gen1-gemma-2-9B,10.159,2024-10-23,,🤝 base merges and moerges,34.5142,78.8625,44.0112,22.2054,12.8635,11.5776,37.5646,2024-10-23,False,False,zelk12mtgen1gemma29b,none,False,,,,,,,,
zelk12/MT-Gen2-GI-gemma-2-9B,10.159,2024-11-28,,🤝 base merges and moerges,34.7635,79.1398,44.0026,22.0544,13.4228,12.6737,37.2876,2024-11-28,False,False,zelk12mtgen2gigemma29b,none,False,,,,,,,,
zelk12/MT-Gen2-gemma-2-9B,10.159,2024-11-10,,🤝 base merges and moerges,34.8152,79.0749,44.1078,21.9033,12.8635,13.3031,37.6385,2024-11-10,False,False,zelk12mtgen2gemma29b,none,False,,,,,,,,
zelk12/MT-Gen3-gemma-2-9B,10.159,2024-11-30,,🤝 base merges and moerges,34.8629,80.2014,43.9506,22.9607,13.1991,11.5776,37.2876,2024-11-30,False,False,zelk12mtgen3gemma29b,none,False,,,,,,,,
zelk12/MT-Gen4-gemma-2-9B,10.159,2024-12-13,gemma,🤝 base merges and moerges,34.6919,78.8301,43.9604,22.3565,13.9821,11.3836,37.6385,2024-12-13,False,True,zelk12mtgen4gemma29b,none,False,,,,,,,,
zelk12/MT-Gen5-gemma-2-9B,10.159,2024-12-22,gemma,🤝 base merges and moerges,34.5638,79.2322,44.3982,21.5257,13.5347,10.8875,37.8047,2024-12-22,False,True,zelk12mtgen5gemma29b,none,False,,,,,,,,
zelk12/MT-Gen6-gemma-2-9B,10.159,2025-01-23,gemma,🤝 base merges and moerges,19.8165,16.1567,39.3969,8.23263,11.0738,8.86589,35.1729,2025-01-23,False,True,zelk12mtgen6gemma29b,none,False,,,,,,,,
zelk12/MT-Gen6fix-gemma-2-9B,10.159,2025-02-02,gemma,🤝 base merges and moerges,20.0644,15.7595,40.7864,8.1571,11.6331,9.38542,34.665,2025-02-02,False,True,zelk12mtgen6fixgemma29b,none,False,,,,,,,,
zelk12/MT-Gen7-gemma-2-9B,10.159,2025-02-15,gemma,🤝 base merges and moerges,20.3918,16.6413,40.9391,8.91239,11.4094,9.75599,34.6927,2025-02-15,False,True,zelk12mtgen7gemma29b,none,False,,,,,,,,
zelk12/MT-Max-Merge_02012025163610-gemma-2-9B,10.159,2025-01-02,gemma,🤝 base merges and moerges,34.7037,79.0749,44.5017,22.1299,13.5347,11.2503,37.7309,2025-01-02,False,True,zelk12mtmaxmerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/MT-Merge-gemma-2-9B,10.159,2024-10-22,,🤝 base merges and moerges,34.8786,80.3538,44.3208,22.0544,13.0872,12.1031,37.3522,2024-10-22,False,False,zelk12mtmergegemma29b,none,False,,,,,,,,
zelk12/MT-Merge1-gemma-2-9B,10.159,2024-11-07,,🤝 base merges and moerges,34.8553,79.0149,44.0582,22.8852,13.5347,12.1482,37.4908,2024-11-07,False,False,zelk12mtmerge1gemma29b,none,False,,,,,,,,
zelk12/MT-Merge2-MU-gemma-2-MTg2MT1g2-9B,10.159,2024-11-28,,🤝 base merges and moerges,34.8919,79.5595,43.8402,21.8278,13.4228,13.2286,37.4723,2024-11-28,False,False,zelk12mtmerge2mugemma2mtg2mt1g29b,none,False,,,,,,,,
zelk12/MT-Merge2-gemma-2-9B,10.159,2024-11-25,,🤝 base merges and moerges,34.8207,78.7701,44.1572,23.4894,13.4228,11.5109,37.5739,2024-11-25,False,False,zelk12mtmerge2gemma29b,none,False,,,,,,,,
zelk12/MT-Merge3-gemma-2-9B,10.159,2024-12-11,gemma,🤝 base merges and moerges,34.6397,78.5853,44.0661,22.0544,13.1991,12.4521,37.4815,2024-12-11,False,True,zelk12mtmerge3gemma29b,none,False,,,,,,,,
zelk12/MT-Merge4-gemma-2-9B,10.159,2024-12-21,gemma,🤝 base merges and moerges,34.5993,78.0732,44.0535,21.6767,13.6465,12.4797,37.6662,2024-12-21,False,True,zelk12mtmerge4gemma29b,none,False,,,,,,,,
zelk12/MT-Merge5-gemma-2-9B,10.159,2024-12-30,gemma,🤝 base merges and moerges,34.6922,78.4379,44.2406,21.8278,13.7584,12.2503,37.6385,2024-12-30,False,True,zelk12mtmerge5gemma29b,none,False,,,,,,,,
zelk12/MT-Merge6-gemma-2-9B,10.159,2025-02-13,gemma,🤝 base merges and moerges,20.2035,16.946,41.322,8.00604,10.5145,9.82266,34.6096,2025-02-13,False,True,zelk12mtmerge6gemma29b,none,False,,,,,,,,
zelk12/MT-gemma-2-9B,10.159,2024-10-11,,🤝 base merges and moerges,33.6132,79.6843,43.3242,20.5438,12.7517,9.55599,35.8193,2024-10-11,False,False,zelk12mtgemma29b,none,False,,,,,,,,
zelk12/MT1-Gen1-gemma-2-9B,10.159,2024-10-24,,🤝 base merges and moerges,34.9317,79.7443,44.2733,22.432,12.528,13.1031,37.5092,2024-10-24,False,False,zelk12mt1gen1gemma29b,none,False,,,,,,,,
zelk12/MT1-Gen2-gemma-2-9B,10.159,2024-11-11,,🤝 base merges and moerges,35.0054,79.8367,43.9192,22.5076,13.6465,12.8443,37.2784,2024-11-11,False,False,zelk12mt1gen2gemma29b,none,False,,,,,,,,
zelk12/MT1-Gen3-gemma-2-9B,10.159,2024-12-01,,🤝 base merges and moerges,34.7399,79.5969,43.9903,22.432,13.1991,12.007,37.2137,2024-12-01,False,False,zelk12mt1gen3gemma29b,none,False,,,,,,,,
zelk12/MT1-Gen4-gemma-2-9B,10.159,2024-12-14,gemma,🤝 base merges and moerges,34.2892,79.4121,43.1454,21.6012,12.9754,12.0893,36.5119,2024-12-14,False,True,zelk12mt1gen4gemma29b,none,False,,,,,,,,
zelk12/MT1-Gen5-IF-gemma-2-S2DMv1-9B,10.159,2024-12-31,,🤝 base merges and moerges,33.781,79.2922,42.201,20.3172,12.528,12.5932,35.7547,2024-12-31,False,False,zelk12mt1gen5ifgemma2s2dmv19b,none,False,,,,,,,,
zelk12/MT1-Gen5-gemma-2-9B,10.159,2024-12-24,gemma,🤝 base merges and moerges,33.5566,77.9483,42.4968,20.7704,12.8635,11.4599,35.8008,2024-12-24,False,True,zelk12mt1gen5gemma29b,none,False,,,,,,,,
zelk12/MT1-Gen6-gemma-2-9B,10.159,2025-02-04,gemma,🤝 base merges and moerges,19.9197,16.3365,41.262,8.08157,10.4027,8.62266,34.8127,2025-02-04,False,True,zelk12mt1gen6gemma29b,none,False,,,,,,,,
zelk12/MT1-Gen7-gemma-2-9B,10.159,2025-02-19,gemma,🤝 base merges and moerges,20.199,16.3365,41.1821,8.30816,10.4027,10.0227,34.942,2025-02-19,False,True,zelk12mt1gen7gemma29b,none,False,,,,,,,,
zelk12/MT1-Max-Merge_02012025163610-gemma-2-9B,10.159,2025-01-04,gemma,🤝 base merges and moerges,34.873,79.2872,44.2264,22.281,13.9821,11.8875,37.5739,2025-01-04,False,True,zelk12mt1maxmerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/MT1-gemma-2-9B,10.159,2024-10-14,,🤝 base merges and moerges,34.8675,79.467,44.1615,22.3565,12.7517,13.162,37.3061,2024-10-14,False,False,zelk12mt1gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen1-gemma-2-9B,10.159,2024-10-27,,🤝 base merges and moerges,34.4617,78.5578,44.1411,22.1299,12.4161,12.007,37.5185,2024-10-27,False,False,zelk12mt2gen1gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen2-gemma-2-9B,10.159,2024-11-12,,🤝 base merges and moerges,34.6419,78.89,44.0445,21.8278,12.8635,12.5776,37.6478,2024-11-12,False,False,zelk12mt2gen2gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen3-gemma-2-9B,10.159,2024-12-04,,🤝 base merges and moerges,34.2645,78.1007,44.0073,21.0725,12.8635,12.0521,37.4908,2024-12-04,False,False,zelk12mt2gen3gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen4-gemma-2-9B,10.159,2024-12-15,gemma,🤝 base merges and moerges,34.2023,78.9599,43.7784,22.3565,12.7517,10.4677,36.8997,2024-12-15,False,True,zelk12mt2gen4gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen5-gemma-2-9B,10.159,2024-12-25,gemma,🤝 base merges and moerges,34.0492,77.4912,43.1243,21.0725,13.5347,12.3854,36.6874,2024-12-25,False,True,zelk12mt2gen5gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen6-gemma-2-9B,10.159,2025-02-05,gemma,🤝 base merges and moerges,20.8378,16.6413,41.7711,8.45921,11.745,10.7482,35.6623,2025-02-05,False,True,zelk12mt2gen6gemma29b,none,False,,,,,,,,
zelk12/MT2-Gen7-gemma-2-9B,10.159,2025-02-22,gemma,🤝 base merges and moerges,22.2829,17.6155,43.5742,10.1964,13.9821,11.5404,36.7889,2025-02-22,False,True,zelk12mt2gen7gemma29b,none,False,,,,,,,,
zelk12/MT2-Max-Merge_02012025163610-gemma-2-9B,10.159,2025-01-07,gemma,🤝 base merges and moerges,34.6753,79.0149,44.0408,22.432,13.5347,11.3542,37.6755,2025-01-07,False,True,zelk12mt2maxmerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/MT2-gemma-2-9B,10.159,2024-10-15,,🤝 base merges and moerges,34.5161,78.8575,44.1675,22.1299,12.9754,11.5404,37.4261,2024-10-15,False,False,zelk12mt2gemma29b,none,False,,,,,,,,
zelk12/MT3-Gen1-gemma-2-9B,10.159,2024-10-28,,🤝 base merges and moerges,34.0886,78.3779,44.1195,21.4502,12.8635,10.756,36.9644,2024-10-28,False,False,zelk12mt3gen1gemma29b,none,False,,,,,,,,
zelk12/MT3-Gen2-gemma-2-9B,10.159,2024-11-20,,🤝 base merges and moerges,34.3498,78.4329,43.9402,22.3565,14.3177,10.0227,37.029,2024-11-20,False,False,zelk12mt3gen2gemma29b,none,False,,,,,,,,
zelk12/MT3-Gen3-gemma-2-9B,10.159,2024-12-07,,🤝 base merges and moerges,34.437,78.5628,43.7837,21.5257,13.5347,12.5188,36.6966,2024-12-07,False,False,zelk12mt3gen3gemma29b,none,False,,,,,,,,
zelk12/MT3-Gen4-gemma-2-9B,10.159,2024-12-16,gemma,🤝 base merges and moerges,34.5175,77.3713,43.7796,20.6193,12.9754,14.7211,37.6385,2024-12-16,False,True,zelk12mt3gen4gemma29b,none,False,,,,,,,,
zelk12/MT3-Gen5-gemma-2-9B,10.159,2024-12-26,gemma,🤝 base merges and moerges,34.7577,79.9017,43.9512,22.6586,13.7584,11.4227,36.8536,2024-12-26,False,True,zelk12mt3gen5gemma29b,none,False,,,,,,,,
zelk12/MT3-Gen5-gemma-2-9B_v1,10.159,2024-12-27,gemma,🤝 base merges and moerges,34.7346,79.9616,44.1596,22.281,13.1991,11.4815,37.3245,2024-12-27,False,True,zelk12mt3gen5gemma29bv1,none,False,,,,,,,,
zelk12/MT3-Gen6-gemma-2-9B,10.159,2025-02-12,gemma,🤝 base merges and moerges,21.1029,17.6155,42.6394,8.83686,12.4161,10.6383,34.471,2025-02-12,False,True,zelk12mt3gen6gemma29b,none,False,,,,,,,,
zelk12/MT3-Max-Merge_02012025163610-gemma-2-9B,10.159,2025-01-09,gemma,🤝 base merges and moerges,22.4677,17.6155,44.2065,10.1208,13.4228,11.7836,37.657,2025-01-09,False,True,zelk12mt3maxmerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/MT3-gemma-2-9B,10.159,2024-10-16,,🤝 base merges and moerges,34.2156,77.8609,44.2485,21.6767,12.6398,11.9031,36.9644,2024-10-16,False,False,zelk12mt3gemma29b,none,False,,,,,,,,
zelk12/MT4-Gen1-gemma-2-9B,10.159,2024-10-29,,🤝 base merges and moerges,34.7031,78.95,44.0095,21.9789,12.528,13.0953,37.657,2024-10-29,False,False,zelk12mt4gen1gemma29b,none,False,,,,,,,,
zelk12/MT4-Gen2-gemma-2-9B,10.159,2024-11-22,,🤝 base merges and moerges,35.0535,80.5062,44.1767,23.2628,12.7517,12.207,37.4169,2024-11-22,False,False,zelk12mt4gen2gemma29b,none,False,,,,,,,,
zelk12/MT4-Gen3-gemma-2-9B,10.159,2024-12-08,,🤝 base merges and moerges,34.3727,78.4054,43.8944,21.9033,12.528,11.9404,37.5646,2024-12-08,False,False,zelk12mt4gen3gemma29b,none,False,,,,,,,,
zelk12/MT4-Gen4-gemma-2-9B,10.159,2024-12-19,gemma,🤝 base merges and moerges,34.3811,78.7426,43.4758,21.4502,13.6465,12.0443,36.9275,2024-12-19,False,True,zelk12mt4gen4gemma29b,none,False,,,,,,,,
zelk12/MT4-Gen5-gemma-2-9B,10.159,2024-12-28,gemma,🤝 base merges and moerges,34.7205,77.8883,43.9479,22.6586,14.2058,12.0208,37.6016,2024-12-28,False,True,zelk12mt4gen5gemma29b,none,False,,,,,,,,
zelk12/MT4-Max-Merge_02012025163610-gemma-2-9B,10.159,2025-01-11,gemma,🤝 base merges and moerges,22.332,17.7079,44.174,9.51662,13.5347,11.3836,37.6755,2025-01-11,False,True,zelk12mt4maxmerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/MT4-gemma-2-9B,10.159,2024-10-20,,🤝 base merges and moerges,34.0264,77.6161,43.5538,20.8459,11.745,12.9992,37.3984,2024-10-20,False,False,zelk12mt4gemma29b,none,False,,,,,,,,
zelk12/MT5-Gen1-gemma-2-9B,10.159,2024-10-31,,🤝 base merges and moerges,34.4404,78.313,44.1833,22.1299,12.9754,11.6148,37.4261,2024-10-31,False,False,zelk12mt5gen1gemma29b,none,False,,,,,,,,
zelk12/MT5-Gen2-gemma-2-9B,10.159,2024-11-23,,🤝 base merges and moerges,34.5515,79.6244,44.1132,22.0544,13.5347,10.4365,37.5462,2024-11-23,False,False,zelk12mt5gen2gemma29b,none,False,,,,,,,,
zelk12/MT5-Gen3-gemma-2-9B,10.159,2024-12-08,,🤝 base merges and moerges,34.4886,78.253,43.8859,21.6767,13.5347,12.0815,37.5,2024-12-08,False,False,zelk12mt5gen3gemma29b,none,False,,,,,,,,
zelk12/MT5-Gen4-gemma-2-9B,10.159,2024-12-20,gemma,🤝 base merges and moerges,34.6589,78.3455,44.3232,22.432,13.7584,11.3542,37.7401,2024-12-20,False,True,zelk12mt5gen4gemma29b,none,False,,,,,,,,
zelk12/MT5-Gen5-gemma-2-9B,10.159,2024-12-29,gemma,🤝 base merges and moerges,34.6343,79.472,44.1151,22.5831,13.0872,11.556,36.9921,2024-12-29,False,True,zelk12mt5gen5gemma29b,none,False,,,,,,,,
zelk12/MT5-Max-Merge_02012025163610-gemma-2-9B,10.159,2025-01-14,gemma,🤝 base merges and moerges,22.3538,17.6155,44.2744,9.81873,13.5347,11.213,37.6662,2025-01-14,False,True,zelk12mt5maxmerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/MT5-gemma-2-9B,10.159,2024-10-21,,🤝 base merges and moerges,34.773,80.4787,44.2713,22.5831,12.4161,11.4815,37.4077,2024-10-21,False,False,zelk12mt5gemma29b,none,False,,,,,,,,
zelk12/MTM-Merge-gemma-2-9B,10.159,2025-01-01,gemma,🤝 base merges and moerges,34.615,77.9808,44.3807,21.7523,13.9821,11.9464,37.6478,2025-01-01,False,True,zelk12mtmmergegemma29b,none,False,,,,,,,,
zelk12/MTMaMe-Merge_02012025163610-gemma-2-9B,10.159,2025-01-16,gemma,🤝 base merges and moerges,22.3855,17.8603,44.1605,9.59215,13.6465,11.4797,37.5739,2025-01-16,False,True,zelk12mtmamemerge02012025163610gemma29b,none,False,,,,,,,,
zelk12/Rv0.4DMv1t0.25-gemma-2-9B,10.159,2024-12-31,,🤝 base merges and moerges,34.114,74.9658,43.6648,22.5831,12.7517,12.9326,37.7863,2024-12-31,False,False,zelk12rv04dmv1t025gemma29b,none,False,,,,,,,,
